Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;SMILES;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties;Action Type
CHEMBL195241;;None;578.81;2;6.51;30;Cc1c(N2CCN(C)CC2)nc2ccccc2c1C(=O)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2;IC50;'=';40.0;nM;7.40;;;UO_0000065;12.78;0.23;0.89;10.08;0;CHEMBL945898;Inhibition of human BuchE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1141467;1;Scientific Literature;J Med Chem;2008;None;;
CHEMBL4164186;;None;421.33;1;5.38;11;O=C(Nc1cc(Cl)nc(Cl)c1)OCCCCCNCc1c[nH]c2ccccc12;IC50;'=';828.0;nM;6.08;;;UO_0000065;14.44;0.30;0.70;7.69;0;CHEMBL4135305;Inhibition of human serum BChE using butyrylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition measured for 3 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4130500;1;Scientific Literature;Eur J Med Chem;2017;None;;
CHEMBL4099340;;None;349.47;0;4.07;11c;CCN(CC)CCCCCCOc1ccc(/C=C/C(=O)O)cc1OC;IC50;'=';263110.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL3995305;Inhibition of butyrylcholinesterase (unknown origin) using butyrylthiocholine iodide as substrate after 25 mins by Ellmann method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3994591;1;Scientific Literature;Eur J Med Chem;2017;None;;
CHEMBL4072258;;None;422.57;1;5.38;6e;COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCCCN1CCCC1;IC50;'=';2230.0;nM;5.65;;;UO_0000065;13.37;0.25;0.27;11.13;0;CHEMBL3995305;Inhibition of butyrylcholinesterase (unknown origin) using butyrylthiocholine iodide as substrate after 25 mins by Ellmann method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3994591;1;Scientific Literature;Eur J Med Chem;2017;None;;
CHEMBL4281409;;None;714.58;1;4.70;7a-C10;C[N+](C)(CC#CCOC1=NOCC1)CCCCCCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O.[Br-].[Br-];IC50;'=';1949.84;nM;5.71;;;UO_0000065;10.29;0.19;1.01;8.37;0;CHEMBL4257761;Inhibition of human serum BChE using butyrylthiocholine iodide as substrate pretreated for 4.5 mins followed by substrate addition and measured after 2.5 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4257444;1;Scientific Literature;Medchemcomm;2017;None;;
CHEMBL228950;;None;367.49;0;4.30;21;O=C(OCCCCN1CCC(OCc2ccccc2)CC1)c1ccccc1;IC50;'=';1890.0;nM;5.72;;;UO_0000065;15.57;0.29;1.42;14.76;0;CHEMBL906816;Inhibition of human BChE by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1143763;1;Scientific Literature;Bioorg Med Chem;2007;None;;
CHEMBL229052;;None;478.03;1;6.55;17;O=C(OCCCCN1CCC(OC(c2ccccc2)c2ccccc2)CC1)c1cccc(Cl)c1;IC50;'=';57870.0;nM;4.24;;;UO_0000065;8.86;0.17;-2.31;10.93;0;CHEMBL906816;Inhibition of human BChE by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1143763;1;Scientific Literature;Bioorg Med Chem;2007;None;;
CHEMBL229050;;None;499.70;1;7.19;15;CC(C)(C)c1ccc(C(=O)OCCCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1;IC50;'=';78920.0;nM;4.10;;;UO_0000065;8.21;0.15;-3.09;10.58;0;CHEMBL906816;Inhibition of human BChE by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1143763;1;Scientific Literature;Bioorg Med Chem;2007;None;;
CHEMBL229001;;None;461.58;1;6.03;13;O=C(OCCCCN1CCC(OC(c2ccccc2)c2ccccc2)CC1)c1ccc(F)cc1;IC50;'=';22190.0;nM;4.65;;;UO_0000065;10.08;0.19;-1.38;12.00;0;CHEMBL906816;Inhibition of human BChE by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1143763;1;Scientific Literature;Bioorg Med Chem;2007;None;;
CHEMBL4471659;;None;547.12;2;7.16;18a;NC12CC3CC(F)(CC(C1)c1cc(NC(=O)CCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)ccc13)C2;IC50;'=';500.0;nM;6.30;;;UO_0000065;11.52;0.22;-0.86;7.87;0;CHEMBL4307303;Inhibition of human serum BChE using butyrylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by spectrophotometry analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4304786;1;Scientific Literature;Eur J Med Chem;2019;None;;
CHEMBL3753360;;None;571.77;2;9.67;3f;c1ccc2oc(CN(CCCCCCCNc3c4c(nc5ccccc35)CCCC4)Cc3cc4ccccc4o3)cc2c1;IC50;'=';6.86;nM;8.16;;;UO_0000065;14.28;0.26;-1.51;15.00;0;CHEMBL3755060;Inhibition of human serum BChE using butyrylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3751805;1;Scientific Literature;J Med Chem;2016;None;;
CHEMBL375636;;None;554.49;1;4.34;33;Cc1cn([C@H]2C=C[C@@H](COP3(=O)OCc4cccc(-c5cccc6c5OC(C)(C)OC6)c4O3)O2)c(=O)[nH]c1=O;IC50;'=';4700.0;nM;5.33;;;UO_0000065;9.61;0.19;0.99;4.18;0;CHEMBL917650;Inhibition of human serum BChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1142967;1;Scientific Literature;J Med Chem;2007;None;;
CHEMBL2064471;;None;605.83;2;5.19;8;O=C(CCNCCNc1c2c(nc3ccccc13)CCCC2)N1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1;IC50;'=';1520.0;nM;5.82;;;UO_0000065;9.60;0.18;0.63;6.81;0;CHEMBL2066007;Inhibition of human plasmatic BChE using butylthiocholne substrate preincubated for 5 mins before substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;CHEMBL3559721;Plasma;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2062461;1;Scientific Literature;Eur J Med Chem;2012;None;;
CHEMBL2064465;;None;491.72;0;4.71;5c;CCN(CCC(=O)N1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)C1CCCCC1;IC50;'=';41.2;nM;7.38;;;UO_0000065;15.02;0.28;2.68;14.28;0;CHEMBL2066007;Inhibition of human plasmatic BChE using butylthiocholne substrate preincubated for 5 mins before substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;CHEMBL3559721;Plasma;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2062461;1;Scientific Literature;Eur J Med Chem;2012;None;;
CHEMBL3339003;;None;407.60;1;6.64;8c;CCCN(CCC)CCCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1;IC50;'=';40740.0;nM;4.39;;;UO_0000065;10.77;0.20;-2.25;14.86;0;CHEMBL3390419;Inhibition of BuChE (unknown origin) using butyrylthiocholine iodide as substrate incubated for 25 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3352241;1;Scientific Literature;Bioorg Med Chem;2014;None;;
CHEMBL3339008;;None;435.65;1;7.42;8d;CCCCN(CCCC)CCCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1;IC50;'=';75090.0;nM;4.12;;;UO_0000065;9.47;0.18;-3.30;13.96;0;CHEMBL3390419;Inhibition of BuChE (unknown origin) using butyrylthiocholine iodide as substrate incubated for 25 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3352241;1;Scientific Literature;Bioorg Med Chem;2014;None;;
CHEMBL220849;;None;212.25;0;2.74;3h;Cc1nccc2c3cc(O)ccc3n(C)c12;IC50;'>';10000.0;nM;;;;UO_0000065;;;;;0;CHEMBL911303;Inhibition of BChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1139709;1;Scientific Literature;Bioorg Med Chem Lett;2006;None;;
CHEMBL374184;;None;393.49;0;3.95;11;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;1;CHEMBL913363;Inhibition of human serum BuChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1138213;1;Scientific Literature;J Med Chem;2006;None;;
CHEMBL2011488;;None;629.72;2;10.18;(+/-)-7d;CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2.Cl;IC50;'=';74.2;nM;7.13;;;UO_0000065;12.02;0.23;-3.05;14.30;0;CHEMBL2015199;Inhibition of human serum BChE using butyrylthiocholine iodide as substrate preincubated for 20 mins prior substrate addition measured after 5 mins by spectrophotometry;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2010698;1;Scientific Literature;J Med Chem;2012;None;;
CHEMBL572572;;None;665.74;2;6.31;8a;CO[C@H]1O[C@@H]([C@H](N=[N+]=[N-])C(=O)OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@]2(OCc3ccccc3)[C@@H](OCc3ccccc3)CO[C@@H]12;IC50;'=';4200.0;nM;5.38;;;UO_0000065;8.08;0.15;-0.93;4.12;0;CHEMBL1040395;Inhibition of BChE in human serum assessed as hydrolysis of butyrylthiocholine by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;CHEMBL3638229;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1154078;1;Scientific Literature;Bioorg Med Chem;2009;None;;
CHEMBL572811;;None;728.20;3;5.42;12;CC(=O)Nc1nc(Cl)c2c(ncn2[C@@H]2O[C@H](COC(C)=O)[C@@H](OCc3ccccc3)[C@@]3(OCc4ccccc4)[C@@H](OCc4ccccc4)CO[C@@H]23)n1;IC50;'=';760.0;nM;6.12;;;UO_0000065;8.40;0.16;0.70;4.22;0;CHEMBL1040395;Inhibition of BChE in human serum assessed as hydrolysis of butyrylthiocholine by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;CHEMBL3638229;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1154078;1;Scientific Literature;Bioorg Med Chem;2009;None;;
CHEMBL583294;;None;845.31;3;7.28;14b;CC(=O)Nc1nc(Cl)c2c(ncn2[C@@H]2O[C@@H]([C@@H](N=[N+]=[N-])C(=O)OCc3ccccc3)[C@@H](OCc3ccccc3)[C@@]3(OCc4ccccc4)[C@@H](OCc4ccccc4)CO[C@@H]23)n1;IC50;'=';140.0;nM;6.85;;;UO_0000065;8.11;0.15;-0.43;3.53;0;CHEMBL1040395;Inhibition of BChE in human serum assessed as hydrolysis of butyrylthiocholine by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;CHEMBL3638229;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1154078;1;Scientific Literature;Bioorg Med Chem;2009;None;;
CHEMBL4291591;;None;455.60;1;6.42;27;CN(CCCCCCOc1ccc(/C=C2\COc3ccccc3C2=O)cc1)Cc1ccccc1;IC50;'=';20000.0;nM;4.70;;;UO_0000065;;;;;0;CHEMBL4262790;Inhibition of human serum BuChE using S-butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured at 1 to 3 mins time interval by Ellman's method;A;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4261537;1;Scientific Literature;Medchemcomm;2017;None;;
CHEMBL130645;;None;338.82;0;2.62;3a;CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCOCC1;IC50;'=';14000.0;nM;4.85;;;UO_0000065;14.33;0.30;2.23;8.06;0;CHEMBL654878;Inhibitory concentration against butyrylcholinesterase.;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1148382;1;Scientific Literature;J Med Chem;2004;None;;
CHEMBL1413473;;None;277.35;0;1.86;"1; K858";CC(=O)NC1=NN(C(C)=O)C(C)(c2ccccc2)S1;IC50;'=';4.9;nM;8.31;;;UO_0000065;29.96;0.60;6.45;13.45;0;CHEMBL4273351;Inhibition of human recombinant BChE using butyrylthiocholine as substrate preincubated for 300 secs followed by substrate addition and measured for 1 min by Ellman's assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4270567;1;Scientific Literature;Eur J Med Chem;2018;None;;
CHEMBL659;GALANTAMINE;4.0;287.36;0;1.85;Galantamine;COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2;IC50;'=';7000.0;nM;5.16;;;UO_0000065;17.94;0.34;3.30;12.29;0;CHEMBL4273353;Inhibition of BChE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4270567;1;Scientific Literature;Eur J Med Chem;2018;None;;
CHEMBL4277107;;None;504.70;1;4.16;16;CN(C)CCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)c1csc(Nc2ccccn2)n1;IC50;'=';634.5;nM;6.20;;;UO_0000065;12.28;0.24;2.04;9.59;0;CHEMBL4273354;Inhibition of human BChE using butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition and measured for 1 min by Ellman's assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4270567;1;Scientific Literature;Eur J Med Chem;2018;None;;
CHEMBL165;RESVERATROL;3.0;228.25;0;2.97;205;Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1;IC50;;;;;;Not Determined;;;;;;0;CHEMBL4273354;Inhibition of human BChE using butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition and measured for 1 min by Ellman's assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4270567;1;Scientific Literature;Eur J Med Chem;2018;None;;
CHEMBL4749704;;None;284.38;0;3.19;4m;Fc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1;IC50;'=';791.0;nM;6.10;;;UO_0000065;21.46;0.40;2.91;39.96;0;CHEMBL4703234;Inhibition of human BChE by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4699547;1;Scientific Literature;Bioorg Med Chem;2020;None;;INHIBITOR
CHEMBL4787590;;None;667.80;2;4.67;GT7;CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCc1cn(CCNc2c3c(nc4ccc(OC)cc24)CCCC3)nn1;IC50;'=';37.5;nM;7.43;;;UO_0000065;11.12;0.21;2.76;4.70;0;CHEMBL4711084;Inhibition of human BuChE using butyrylthiocholine iodide as substrate preincubated with enzyme for 1 min followed by substrate addition and measured after 10 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4706588;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 0.1833 hr;INHIBITOR
CHEMBL4787169;;None;573.72;1;4.42;GT27;CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OC(C)C;IC50;'=';330.1;nM;6.48;;;UO_0000065;11.30;0.22;2.06;4.98;0;CHEMBL4711084;Inhibition of human BuChE using butyrylthiocholine iodide as substrate preincubated with enzyme for 1 min followed by substrate addition and measured after 10 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4706588;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 0.1833 hr;INHIBITOR
CHEMBL4173258;;None;353.51;0;3.50;Contilisant;C#CCN(C)Cc1cc2cc(OCCCN3CCCCC3)ccc2n1C;IC50;'=';1690.0;nM;5.77;;;UO_0000065;16.33;0.30;2.27;27.97;0;CHEMBL4342739;Inhibition of human plasma butyrylcholinesterase by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4342404;1;Scientific Literature;Bioorg Med Chem;2019;None;;
CHEMBL502;DONEPEZIL;4.0;379.50;0;4.36;Donepezil;COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2;IC50;'=';14.0;nM;7.85;;;UO_0000065;20.70;0.38;3.49;20.26;0;CHEMBL4342662;Inhibition of human Cholinesterase;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4342404;1;Scientific Literature;Bioorg Med Chem;2019;None;;
CHEMBL3235503;;None;514.76;2;7.45;43;c1ccc2c(NCCSSCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3;IC50;'=';5.66;nM;8.25;;;UO_0000065;16.02;0.31;0.80;16.55;0;CHEMBL4342666;Inhibition of human serum butyrylcholinesterase using butyrylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4342404;1;Scientific Literature;Bioorg Med Chem;2019;None;;
CHEMBL4466652;;None;600.12;2;7.48;13b;COc1cc2oc(-c3ccc(NCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC;IC50;'=';174.0;nM;6.76;;;UO_0000065;11.26;0.21;-0.72;7.13;0;CHEMBL4342683;Inhibition of human plasma butyrylcholinesterase using butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4342404;1;Scientific Literature;Bioorg Med Chem;2019;None;;
CHEMBL1929421;;None;443.64;1;5.31;ASS234;C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C;IC50;'=';1820.0;nM;5.74;;;UO_0000065;12.94;0.24;0.43;27.81;1;CHEMBL4342739;Inhibition of human plasma butyrylcholinesterase by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4342404;1;Scientific Literature;Bioorg Med Chem;2019;None;;
CHEMBL177052;;None;703.88;2;9.72;7;CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1Cl)Cc1ccccc1Cl;IC50;'=';4073.8;nM;5.39;;;UO_0000065;7.66;0.15;-4.33;11.44;0;CHEMBL655895;Inhibitory concentration against butyrylcholinesterase from human serum;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1136713;1;Scientific Literature;J Med Chem;2003;None;;
CHEMBL295124;BERBERINE;3.0;336.37;0;3.10;Berberine;COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2;IC50;'=';30700.0;nM;4.51;;;UO_0000065;13.42;0.25;1.41;11.06;0;CHEMBL4334129;Inhibition of human BuChE using butyrylthiocholine iodide as substrate measured for 1 min by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4330159;1;Scientific Literature;J Nat Prod;2019;None;;
CHEMBL4566555;;None;292.43;0;4.08;24;Cc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1;IC50;'>';30000.0;nM;;;;UO_0000065;;;;;0;CHEMBL4433402;Inhibition of human serum butyrylcholinesterase using BTCI as substrate pre-incubated for 10 mins followed by substrate addition and measured for 6 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4433202;1;Scientific Literature;Eur J Med Chem;2019;None;;
CHEMBL3742387;;None;340.30;0;4.97;10;O=C(c1ccc(C(F)(F)F)cc1)c1nccc2c1[nH]c1ccccc12;IC50;'=';1290.0;nM;5.89;;;UO_0000065;17.31;0.32;0.92;12.87;0;CHEMBL3871101;Inhibition of BuChE (unknown origin) by spectrophotometric analysis based Ellman's assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3870350;1;Scientific Literature;Bioorg Med Chem Lett;2017;None;;
CHEMBL3954861;;None;294.36;1;5.54;14;c1ccc2c(-c3nccc4c3[nH]c3ccccc34)cccc2c1;IC50;'=';220.0;nM;6.66;;;UO_0000065;22.62;0.40;1.12;23.21;0;CHEMBL3871101;Inhibition of BuChE (unknown origin) by spectrophotometric analysis based Ellman's assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3870350;1;Scientific Literature;Bioorg Med Chem Lett;2017;None;;
CHEMBL502;DONEPEZIL;4.0;379.50;0;4.36;Donepezil;COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2;IC50;'=';4800.0;nM;5.32;;;UO_0000065;14.02;0.26;0.96;13.72;0;CHEMBL5106127;Inhibition of human serum recombinant BChE using butyrylthiocholine iodide as a substrate incubated for 20 mins by DTNB reagent based Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;None;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5104157;1;Scientific Literature;RSC Med Chem;2022;None;TIME = 0.3333 hr;INHIBITOR
CHEMBL2047530;;None;579.70;2;6.74;15;CN(CCCOc1ccc2c(=O)c3cccnc3oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1;IC50;'=';1.71;nM;8.77;;;UO_0000065;15.12;0.28;2.03;9.34;0;CHEMBL2049775;Inhibition of human serum BuChE using butyrylthiocholine iodide as substrate preincubated for 15 mins before substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2046402;1;Scientific Literature;ACS Med Chem Lett;2012;None;;
CHEMBL636;RIVASTIGMINE;4.0;250.34;0;2.76;R;CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1;IC50;'=';301.0;nM;6.52;;;UO_0000065;26.05;0.49;3.76;19.89;1;CHEMBL2049777;Inhibition of human serum BuChE using butyrylthiocholine iodide as substrate preincubated for 90 mins before substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2046402;1;Scientific Literature;ACS Med Chem Lett;2012;None;;
CHEMBL219405;;None;408.46;0;3.85;7;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc([N+](=O)[O-])cc1)CCCC3;IC50;'=';34400.0;nM;4.46;;;UO_0000065;10.93;0.20;0.61;3.71;1;CHEMBL913363;Inhibition of human serum BuChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1138213;1;Scientific Literature;J Med Chem;2006;None;;
CHEMBL4459416;;None;528.53;0;4.47;S-K1040;Cl.Cl.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2;IC50;'=';123.0;nM;6.91;;;UO_0000065;15.17;0.28;2.44;7.21;0;CHEMBL4391928;Inhibition of human recombinant BChE using butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition and measured over 2 mins by UV-Vis spectrophotometric analysis based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4390667;1;Scientific Literature;Eur J Med Chem;2019;None;;
