Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;SMILES;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties
CHEMBL23327;PURVALANOLA;0;388.90;0;4.23;49;CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1;IC50;'=';300.0;nM;6.52;;;UO_0000065;16.77;0.33;2.29;7.42;0;CHEMBL4266686;Inhibition of DYRK1A (unknown origin) by cell-based assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4265878;1;Scientific Literature;J Med Chem;2018;None;
CHEMBL4763984;;0;426.49;0;2.29;216;CN1CCN(c2ccnc3[nH]c(-c4n[nH]c5ccc(-c6cncc(N)c6)nc45)nc23)CC1;EC50;'=';93.0;nM;7.03;;;UO_0000065;16.49;0.30;4.74;5.47;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4751276;;0;435.49;1;5.64;236;CC(C)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6ccoc6)nccc5[nH]4)c3c2)c1;EC50;'=';44.0;nM;7.36;;;UO_0000065;16.89;0.30;1.72;6.79;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4755835;;0;610.72;2;5.40;535;CS(=O)(=O)NCc1cc(F)cc(-c2cncc3[nH]c(-c4n[nH]c5ncc(-c6cncc(CN7CCCCC7)c6)cc45)cc23)c1;EC50;'=';21.0;nM;7.68;;;UO_0000065;12.57;0.24;2.28;5.79;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4759886;;0;441.54;0;2.96;551;CN1CCN(c2cc(CC(=O)Nc3cc4cc(-c5cnn(C)c5)ccc4cn3)ccn2)CC1;EC50;'=';2.0;nM;8.70;;;UO_0000065;19.70;0.36;5.74;10.99;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4646866;;0;302.34;0;3.24;8a;Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1;Kd;'=';8.9;nM;8.05;;;UO_0000065;26.63;0.48;4.81;11.84;0;CHEMBL4622608;Binding affinity to DYRK1A (unknown origin) assessed as dissociation constant measured for 60 to 300 sec by SPR analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4619818;1;Scientific Literature;ACS Med Chem Lett;2020;None;
CHEMBL4783719;;0;347.35;0;4.01;5;COC(=O)c1ccc(-n2cnc3ccc(-c4ccncc4)c(F)c32)cc1;Kd;'=';0.5;nM;9.30;;;UO_0000065;26.78;0.49;5.29;16.31;0;CHEMBL4730553;Binding affinity to DYRK1A (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4725420;1;Scientific Literature;ACS Med Chem Lett;2020;None;
CHEMBL3885021;;0;316.36;0;3.63;22;COc1ccc2[nH]cc3c2c1C(C)NC(c1cccnc1)=C3C#N;IC50;'=';5000.0;nM;5.30;;;UO_0000065;16.76;0.30;1.67;7.19;0;CHEMBL3875856;Inhibition of GST-tagged human recombinant DYRK1A expressed in Escherichia coli using RS peptide as substrate incubated for 30 mins in presence of [gamma-33 P] ATP by liquid scintillation counting analysis;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3875174;1;Scientific Literature;Eur J Med Chem;2016;None;
CHEMBL4637319;;0;316.37;0;3.26;8b;Cc1cccc(N(C)c2nccc(-c3cnn4ncccc34)n2)c1;Kd;'=';52.0;nM;7.28;;;UO_0000065;23.02;0.41;4.02;12.30;0;CHEMBL4622608;Binding affinity to DYRK1A (unknown origin) assessed as dissociation constant measured for 60 to 300 sec by SPR analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4619818;1;Scientific Literature;ACS Med Chem Lett;2020;None;
CHEMBL4476003;;0;325.41;0;3.42;2-6b;COc1ccc2c3ccnc(C)c3n(CCCCNC(C)=O)c2c1;IC50;'=';168.0;nM;6.78;;;UO_0000065;20.82;0.39;3.35;12.07;0;CHEMBL4344348;Inhibition of DYRK1A (unknown origin) by FRET-based Lantha-screen Eu kinase binding assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4342463;1;Scientific Literature;J Med Chem;2020;None;
CHEMBL4645474;;0;369.43;0;4.37;13a;O=C(Nc1cc(-c2cn(-c3ccccc3)c3cnccc23)ccn1)NC1CC1;IC50;'=';15.0;nM;7.82;;;UO_0000065;21.18;0.38;3.45;10.89;0;CHEMBL4604967;Inhibition of recombinant human N-terminal GST-tagged DYRK1A (1 to 763 residues) expressed in Sf21 cells using Ulight-glycogen synthase as substrate incubated for 60 mins by TR-FRET LANCE method;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4602691;1;Scientific Literature;J Med Chem;2020;CHEMBL4106362;
CHEMBL4641839;;0;435.53;0;4.09;13e;C[C@H]1CN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)C[C@@H](C)O1;IC50;'=';43.3;nM;7.36;;;UO_0000065;16.91;0.31;3.27;9.03;0;CHEMBL4604967;Inhibition of recombinant human N-terminal GST-tagged DYRK1A (1 to 763 residues) expressed in Sf21 cells using Ulight-glycogen synthase as substrate incubated for 60 mins by TR-FRET LANCE method;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4602691;1;Scientific Literature;J Med Chem;2020;CHEMBL4106362;
CHEMBL269538;HARMINE;0;212.25;0;3.03;Harmine;COc1ccc2c(c1)[nH]c1c(C)nccc12;IC50;'=';27.0;nM;7.57;;;UO_0000065;35.66;0.65;4.54;19.96;0;CHEMBL4344348;Inhibition of DYRK1A (unknown origin) by FRET-based Lantha-screen Eu kinase binding assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4342463;1;Scientific Literature;J Med Chem;2020;None;
CHEMBL3915671;;0;475.58;0;4.11;BDBM246360;N=C(NCCN1CCCCC1)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1;IC50;'=';5500.0;nM;5.26;;429588;UO_0000065;11.06;0.21;1.15;4.86;0;CHEMBL3889022;HotSpot Technology Assay: The DYRK1A and DYRK1B kinase assays to determine IC50 values were performed by Reaction Biology Corporation using HotSpot technology Worldwide website: reactionbiology.com, Malvern, PA). Kinase reaction with specific kinase/ substrate pair along with required cofactors was carried out in 20 mM Hepes pH 7.5, 10 mM MgCl2, 1 mM EGTA, 0.02% Brij35, 0.02 mg/ml BSA, 0.1 mM Na3VO4, 2 mM DTT, 1% DMSO. Purified recombinant kinase was incubated with serial 3-fold dilutions of test compounds starting at a final concentration of 10 μM. Reaction was initiated by addition of a mixture of ATP (Sigma, St. Louis MO) and 33P ATP (Perkin Elmer, Waltham MA) to a final concentration of 10 μM and was carried out at room temperature for 120 min, followed by spotting of the reaction onto P81 ion exchange filter paper (Whatman Inc., Piscataway, NJ). Unbound phosphate was removed by extensive washing of filters in 0.75% Phosphoric acid.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3886922;37;BindingDB Database;;2016;None;
CHEMBL3913247;;0;525.38;2;6.14;BDBM246354;N=C(NCc1ccc(F)cc1)c1nc2ccc3ncnc(Nc4ccc(Br)cc4F)c3c2s1;IC50;'=';5500.0;nM;5.26;;429593;UO_0000065;10.01;0.22;-0.88;6.07;0;CHEMBL3889022;HotSpot Technology Assay: The DYRK1A and DYRK1B kinase assays to determine IC50 values were performed by Reaction Biology Corporation using HotSpot technology Worldwide website: reactionbiology.com, Malvern, PA). Kinase reaction with specific kinase/ substrate pair along with required cofactors was carried out in 20 mM Hepes pH 7.5, 10 mM MgCl2, 1 mM EGTA, 0.02% Brij35, 0.02 mg/ml BSA, 0.1 mM Na3VO4, 2 mM DTT, 1% DMSO. Purified recombinant kinase was incubated with serial 3-fold dilutions of test compounds starting at a final concentration of 10 μM. Reaction was initiated by addition of a mixture of ATP (Sigma, St. Louis MO) and 33P ATP (Perkin Elmer, Waltham MA) to a final concentration of 10 μM and was carried out at room temperature for 120 min, followed by spotting of the reaction onto P81 ion exchange filter paper (Whatman Inc., Piscataway, NJ). Unbound phosphate was removed by extensive washing of filters in 0.75% Phosphoric acid.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3886922;37;BindingDB Database;;2016;None;
CHEMBL3957886;;0;351.39;0;3.09;BDBM246365;COc1ccc(Nc2ncnc3ccc4nc(C(N)=O)sc4c23)cc1;IC50;'=';142.5;nM;6.85;;429599;UO_0000065;19.48;0.37;3.76;6.65;0;CHEMBL3889022;HotSpot Technology Assay: The DYRK1A and DYRK1B kinase assays to determine IC50 values were performed by Reaction Biology Corporation using HotSpot technology Worldwide website: reactionbiology.com, Malvern, PA). Kinase reaction with specific kinase/ substrate pair along with required cofactors was carried out in 20 mM Hepes pH 7.5, 10 mM MgCl2, 1 mM EGTA, 0.02% Brij35, 0.02 mg/ml BSA, 0.1 mM Na3VO4, 2 mM DTT, 1% DMSO. Purified recombinant kinase was incubated with serial 3-fold dilutions of test compounds starting at a final concentration of 10 μM. Reaction was initiated by addition of a mixture of ATP (Sigma, St. Louis MO) and 33P ATP (Perkin Elmer, Waltham MA) to a final concentration of 10 μM and was carried out at room temperature for 120 min, followed by spotting of the reaction onto P81 ion exchange filter paper (Whatman Inc., Piscataway, NJ). Unbound phosphate was removed by extensive washing of filters in 0.75% Phosphoric acid.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3886922;37;BindingDB Database;;2016;None;
CHEMBL4280328;;0;355.40;0;2.59;3-may;O=c1[nH]c2ccc(C3=NN=C(NCc4ccc(F)cc4)SC3)cc2[nH]1;Kd;'=';71.0;nM;7.15;;;UO_0000065;20.11;0.39;4.56;8.37;0;CHEMBL4263571;Binding affinity to wild-type human partial length DYRK1A (H129 to S509 residues) expressed in mammalian expression system by Kinomescan method;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4261584;1;Scientific Literature;Eur J Med Chem;2018;None;
CHEMBL4288107;;0;380.43;0;1.55;mar-15;NC(=O)c1cccc(CNC2=NN=C(c3ccc4[nH]c(=O)[nH]c4c3)CS2)c1;Kd;'=';440.0;nM;6.36;;;UO_0000065;16.71;0.32;4.81;4.95;0;CHEMBL4263571;Binding affinity to wild-type human partial length DYRK1A (H129 to S509 residues) expressed in mammalian expression system by Kinomescan method;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4261584;1;Scientific Literature;Eur J Med Chem;2018;None;
CHEMBL4062820;;0;321.38;0;3.06;11b;CC[C@@H](CO)Nc1ccc2ncc(-c3cc4ccccc4[nH]3)n2n1;IC50;'=';340.0;nM;6.47;;;UO_0000065;20.13;0.37;3.41;8.27;0;CHEMBL4041963;Inhibition of GST tagged recombinant human DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by [gamma-33P]ATP based scintillation counting analysis;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4041493;1;Scientific Literature;Eur J Med Chem;2017;None;
CHEMBL1474834;;0;390.47;0;4.43;46, NCGC00185981;Cc1nc(CN(C)c2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)cs1;IC50;'=';14.0;nM;7.85;;;UO_0000065;20.11;0.38;3.42;13.01;0;CHEMBL1771957;Inhibition of Dyrk1A kinase using ATP as substrate by 33P radiolabeled kinase assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL1770051;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;None;
CHEMBL1357975;;0;359.39;0;4.27;41, NCGC00185976-01;c1coc(CCNc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)c1;IC50;'=';74.0;nM;7.13;;;UO_0000065;19.84;0.36;2.86;10.27;0;CHEMBL1771957;Inhibition of Dyrk1A kinase using ATP as substrate by 33P radiolabeled kinase assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL1770051;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;None;
CHEMBL4171089;;0;423.54;0;3.46;"AC24; XMD14-124";COc1cc(N2CCN(C)CC2)ccc1Nc1nc(N)c(C(=O)c2ccccc2)s1;IC50;'=';800.0;nM;6.10;;;UO_0000065;14.40;0.28;2.64;7.28;0;CHEMBL4151857;Inhibition of DYRK1A (unknown origin) using DYRKtide as substrate by ATP regenerative NADH consuming assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4145687;1;Scientific Literature;J Med Chem;2018;None;
CHEMBL4741919;;0;372.47;0;4.70;12b;CN1CCC(c2cccc(-c3coc4ccc(-c5cnn(C)c5)nc34)c2)CC1;IC50;'=';568.0;nM;6.25;;;UO_0000065;16.77;0.30;1.55;13.26;0;CHEMBL4739019;Inhibition of human full length recombinant DYRK1A using RRRFRPASPLRGPP substrate by radiometric scintillation assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4732242;1;Scientific Literature;Eur J Med Chem;2021;None;
CHEMBL4743730;;0;301.35;0;4.92;21g;C=C(C)c1ccc(-c2coc3ccc(-c4cn[nH]c4)nc23)cc1;IC50;'=';1368.0;nM;5.86;;;UO_0000065;19.46;0.35;0.94;10.72;0;CHEMBL4739019;Inhibition of human full length recombinant DYRK1A using RRRFRPASPLRGPP substrate by radiometric scintillation assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4732242;1;Scientific Literature;Eur J Med Chem;2021;None;
CHEMBL509032;TAE-684;0;614.22;2;5.02;TAE-684;COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1;Kd;'=';2900.0;nM;5.54;;;UO_0000065;9.02;0.18;0.52;5.38;0;CHEMBL1908409;Binding constant for DYRK1A kinase domain;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL1908390;1;Scientific Literature;Nat. Biotechnol.;2011;None;
CHEMBL3975006;;0;449.58;0;4.25;BDBM246356;CCN(CC)CCNC(=N)c1nc2ccc3ncnc(Nc4ccc(OC)cc4)c3c2s1;IC50;'=';5500.0;nM;5.26;;429585;UO_0000065;11.70;0.22;1.01;5.31;0;CHEMBL3889022;HotSpot Technology Assay: The DYRK1A and DYRK1B kinase assays to determine IC50 values were performed by Reaction Biology Corporation using HotSpot technology Worldwide website: reactionbiology.com, Malvern, PA). Kinase reaction with specific kinase/ substrate pair along with required cofactors was carried out in 20 mM Hepes pH 7.5, 10 mM MgCl2, 1 mM EGTA, 0.02% Brij35, 0.02 mg/ml BSA, 0.1 mM Na3VO4, 2 mM DTT, 1% DMSO. Purified recombinant kinase was incubated with serial 3-fold dilutions of test compounds starting at a final concentration of 10 μM. Reaction was initiated by addition of a mixture of ATP (Sigma, St. Louis MO) and 33P ATP (Perkin Elmer, Waltham MA) to a final concentration of 10 μM and was carried out at room temperature for 120 min, followed by spotting of the reaction onto P81 ion exchange filter paper (Whatman Inc., Piscataway, NJ). Unbound phosphate was removed by extensive washing of filters in 0.75% Phosphoric acid.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3886922;37;BindingDB Database;;2016;None;
CHEMBL2386756;;0;435.51;0;3.19;BDBM246362;CN(C)CCNC(=N)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1;IC50;'=';431.2;nM;6.37;;429590;UO_0000065;14.62;0.28;3.18;5.88;0;CHEMBL3889022;HotSpot Technology Assay: The DYRK1A and DYRK1B kinase assays to determine IC50 values were performed by Reaction Biology Corporation using HotSpot technology Worldwide website: reactionbiology.com, Malvern, PA). Kinase reaction with specific kinase/ substrate pair along with required cofactors was carried out in 20 mM Hepes pH 7.5, 10 mM MgCl2, 1 mM EGTA, 0.02% Brij35, 0.02 mg/ml BSA, 0.1 mM Na3VO4, 2 mM DTT, 1% DMSO. Purified recombinant kinase was incubated with serial 3-fold dilutions of test compounds starting at a final concentration of 10 μM. Reaction was initiated by addition of a mixture of ATP (Sigma, St. Louis MO) and 33P ATP (Perkin Elmer, Waltham MA) to a final concentration of 10 μM and was carried out at room temperature for 120 min, followed by spotting of the reaction onto P81 ion exchange filter paper (Whatman Inc., Piscataway, NJ). Unbound phosphate was removed by extensive washing of filters in 0.75% Phosphoric acid.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3886922;37;BindingDB Database;;2016;None;
CHEMBL3987173;;0;463.57;0;3.97;BDBM246363;CCN(CC)CCNC(=N)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1;IC50;'=';5500.0;nM;5.26;;429591;UO_0000065;11.35;0.22;1.29;4.86;0;CHEMBL3889022;HotSpot Technology Assay: The DYRK1A and DYRK1B kinase assays to determine IC50 values were performed by Reaction Biology Corporation using HotSpot technology Worldwide website: reactionbiology.com, Malvern, PA). Kinase reaction with specific kinase/ substrate pair along with required cofactors was carried out in 20 mM Hepes pH 7.5, 10 mM MgCl2, 1 mM EGTA, 0.02% Brij35, 0.02 mg/ml BSA, 0.1 mM Na3VO4, 2 mM DTT, 1% DMSO. Purified recombinant kinase was incubated with serial 3-fold dilutions of test compounds starting at a final concentration of 10 μM. Reaction was initiated by addition of a mixture of ATP (Sigma, St. Louis MO) and 33P ATP (Perkin Elmer, Waltham MA) to a final concentration of 10 μM and was carried out at room temperature for 120 min, followed by spotting of the reaction onto P81 ion exchange filter paper (Whatman Inc., Piscataway, NJ). Unbound phosphate was removed by extensive washing of filters in 0.75% Phosphoric acid.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3886922;37;BindingDB Database;;2016;None;
CHEMBL3912295;;0;393.43;0;3.73;BDBM246373;COC(=N)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCCO5)c3c2s1;IC50;'=';8.0;nM;8.10;;429627;UO_0000065;20.58;0.39;4.37;7.92;0;CHEMBL3889022;HotSpot Technology Assay: The DYRK1A and DYRK1B kinase assays to determine IC50 values were performed by Reaction Biology Corporation using HotSpot technology Worldwide website: reactionbiology.com, Malvern, PA). Kinase reaction with specific kinase/ substrate pair along with required cofactors was carried out in 20 mM Hepes pH 7.5, 10 mM MgCl2, 1 mM EGTA, 0.02% Brij35, 0.02 mg/ml BSA, 0.1 mM Na3VO4, 2 mM DTT, 1% DMSO. Purified recombinant kinase was incubated with serial 3-fold dilutions of test compounds starting at a final concentration of 10 μM. Reaction was initiated by addition of a mixture of ATP (Sigma, St. Louis MO) and 33P ATP (Perkin Elmer, Waltham MA) to a final concentration of 10 μM and was carried out at room temperature for 120 min, followed by spotting of the reaction onto P81 ion exchange filter paper (Whatman Inc., Piscataway, NJ). Unbound phosphate was removed by extensive washing of filters in 0.75% Phosphoric acid.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3886922;37;BindingDB Database;;2016;None;
CHEMBL2386751;;0;369.84;0;4.61;BDBM50434349;COC(=N)c1nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2s1;IC50;'=';13.64;nM;7.87;;429639;UO_0000065;21.27;0.43;3.26;9.39;0;CHEMBL3889022;HotSpot Technology Assay: The DYRK1A and DYRK1B kinase assays to determine IC50 values were performed by Reaction Biology Corporation using HotSpot technology Worldwide website: reactionbiology.com, Malvern, PA). Kinase reaction with specific kinase/ substrate pair along with required cofactors was carried out in 20 mM Hepes pH 7.5, 10 mM MgCl2, 1 mM EGTA, 0.02% Brij35, 0.02 mg/ml BSA, 0.1 mM Na3VO4, 2 mM DTT, 1% DMSO. Purified recombinant kinase was incubated with serial 3-fold dilutions of test compounds starting at a final concentration of 10 μM. Reaction was initiated by addition of a mixture of ATP (Sigma, St. Louis MO) and 33P ATP (Perkin Elmer, Waltham MA) to a final concentration of 10 μM and was carried out at room temperature for 120 min, followed by spotting of the reaction onto P81 ion exchange filter paper (Whatman Inc., Piscataway, NJ). Unbound phosphate was removed by extensive washing of filters in 0.75% Phosphoric acid.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3886922;37;BindingDB Database;;2016;None;
CHEMBL3940669;;0;390.26;0;4.39;BDBM246390;NC(=O)c1nc2ccc3ncnc(Nc4ccc(Cl)cc4Cl)c3c2s1;IC50;'=';34.9;nM;7.46;;429647;UO_0000065;19.11;0.41;3.07;7.95;0;CHEMBL3889022;HotSpot Technology Assay: The DYRK1A and DYRK1B kinase assays to determine IC50 values were performed by Reaction Biology Corporation using HotSpot technology Worldwide website: reactionbiology.com, Malvern, PA). Kinase reaction with specific kinase/ substrate pair along with required cofactors was carried out in 20 mM Hepes pH 7.5, 10 mM MgCl2, 1 mM EGTA, 0.02% Brij35, 0.02 mg/ml BSA, 0.1 mM Na3VO4, 2 mM DTT, 1% DMSO. Purified recombinant kinase was incubated with serial 3-fold dilutions of test compounds starting at a final concentration of 10 μM. Reaction was initiated by addition of a mixture of ATP (Sigma, St. Louis MO) and 33P ATP (Perkin Elmer, Waltham MA) to a final concentration of 10 μM and was carried out at room temperature for 120 min, followed by spotting of the reaction onto P81 ion exchange filter paper (Whatman Inc., Piscataway, NJ). Unbound phosphate was removed by extensive washing of filters in 0.75% Phosphoric acid.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3886922;37;BindingDB Database;;2016;None;
CHEMBL4764830;;0;527.01;2;6.08;267;O=C(Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6ccc(Cl)s6)nccc5[nH]4)c3n2)c1)C1CCC1;EC50;'=';92.0;nM;7.04;;;UO_0000065;13.35;0.26;0.96;5.62;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
